iter	Logloss
416	0.3422478907
417	0.3420915277
418	0.3420730816
419	0.3420730555
420	0.341851406
421	0.3418502706
422	0.3418045687
423	0.34174556
424	0.341701355
425	0.3416767377
426	0.3414828335
427	0.3413924826
428	0.341392319
429	0.3413546867
430	0.3413237176
431	0.3412588697
432	0.3411186346
433	0.3410669382
434	0.3409135515
435	0.3407981713
436	0.3407407032
437	0.3406676772
438	0.3406636599
439	0.3406400901
440	0.340454188
441	0.3404157896
442	0.3404149002
443	0.3401468096
444	0.3401303629
445	0.3401122318
446	0.3399483676
447	0.3398929231
448	0.3398892778
449	0.3398441522
450	0.3398434248
451	0.3397752175
452	0.3397367464
453	0.3396891943
454	0.3396561619
455	0.3395982184
456	0.3395450111
457	0.3394930643
458	0.3393803009
459	0.3392721207
460	0.3392528221
461	0.3392494732
462	0.3388901025
463	0.3388311075
464	0.3387083157
465	0.3387073997
466	0.3386318955
467	0.3385882906
468	0.3385179136
469	0.3384068552
470	0.3381060096
471	0.3380085361
472	0.3378611355
473	0.3377704985
474	0.3377562029
475	0.3374485377
476	0.3373225369
477	0.3373090865
478	0.3372051039
479	0.3371722356
480	0.3371674419
481	0.3370484877
482	0.3370151234
483	0.337015011
484	0.3370109503
485	0.3368571883
486	0.3367932603
487	0.3366583985
488	0.3365542246
489	0.3364455552
490	0.3362922916
491	0.3362494564
492	0.3362118588
493	0.3359595599
494	0.3359451139
495	0.3358487174
496	0.3358262374
497	0.3357671743
498	0.3357469452
499	0.3356102889
500	0.3355777549
501	0.3355246245
502	0.3354456844
503	0.33540153
504	0.3353861525
505	0.3353544857
506	0.3353212459
507	0.3352810668
508	0.335133257
509	0.3350012906
510	0.3349981656
511	0.3349702466
512	0.3349633045
513	0.3348776502
514	0.334722495
515	0.3346921151
516	0.3346514274
517	0.33458783
518	0.3344272723
519	0.3342713963
520	0.3340903081
521	0.3340715509
522	0.3340440658
523	0.3339719134
524	0.333794985
525	0.3336783854
526	0.3336545587
527	0.3336309108
528	0.3334272523
529	0.3331486032
530	0.3330875707
531	0.3329718815
532	0.3328471206
533	0.3328468737
534	0.3327546239
535	0.3325831017
536	0.332572898
537	0.3324526396
538	0.3323586389
539	0.3321897023
540	0.3319903569
541	0.3317537706
542	0.3317519914
543	0.3317005308
544	0.3316966282
545	0.3315898182
546	0.3314541375
547	0.331253873
548	0.3311759495
549	0.3311679002
550	0.331166702
551	0.3311584707
552	0.3310794172
553	0.3310001376
554	0.330919874
555	0.3309023065
556	0.3307851458
557	0.3306991196
558	0.3305043843
559	0.3304730659
560	0.3304729752
561	0.3304454702
562	0.3304278325
563	0.3304271137
564	0.3302937756
565	0.3301413134
566	0.330137956
567	0.3301321723
568	0.3301307258
569	0.330102597
570	0.3301022202
571	0.3300980012
572	0.3300214549
573	0.3299936915
574	0.3299290035
575	0.3298945512
576	0.3297781504
577	0.3297345982
578	0.3296908984
579	0.3296715206
580	0.3296702242
581	0.3296338976
582	0.3296067153
583	0.3294538291
584	0.3293518482
585	0.3293165752
586	0.3292669357
587	0.329197536
588	0.3291739919
589	0.329171516
590	0.3290924512
591	0.329045871
592	0.3290174006
593	0.3290129543
594	0.3289857123
595	0.3289852931
596	0.3289164894
597	0.3288364998
598	0.3288337841
599	0.32868419
600	0.3286798405
601	0.3285885839
602	0.3285475165
603	0.3283811204
604	0.3283181038
605	0.3283180324
606	0.328244483
607	0.3282147171
608	0.3281423793
609	0.3281167509
610	0.3280598164
611	0.3278226456
612	0.3278202751
613	0.3277250961
614	0.3277197458
615	0.3276101238
616	0.327575255
617	0.327575112
618	0.3274969408
619	0.3274665078
620	0.3274174102
621	0.3272948423
622	0.3272925405
623	0.3272434798
624	0.3272038194
625	0.3270993508
626	0.3270423229
627	0.3268973132
628	0.3266141768
629	0.3265849471
630	0.3265828659
631	0.326578075
632	0.3264074799
633	0.3262932881
634	0.3262853705
635	0.326283954
636	0.3262224132
637	0.3261782789
638	0.3261756058
639	0.3261048643
640	0.3260145032
641	0.325611325
642	0.3255097276
643	0.3254611693
644	0.325453535
645	0.3254527182
646	0.3254071331
647	0.3253918161
648	0.325365264
649	0.3253335971
650	0.3253039734
651	0.3251674105
652	0.3250817073
653	0.3248396671
654	0.3247454823
655	0.3245851529
656	0.3245811131
657	0.3245800964
658	0.3244614607
659	0.3243011228
660	0.3242997622
661	0.3242506308
662	0.3242486731
663	0.3242246658
664	0.3241301142
665	0.3240627433
666	0.3240094604
667	0.3239794818
668	0.3239359726
669	0.3239165856
670	0.3235902619
671	0.3235443664
672	0.3235051021
673	0.3235019323
674	0.3234866802
675	0.3234144248
676	0.323399542
677	0.3233601558
678	0.3233335641
679	0.3232853789
680	0.3232364272
681	0.3231557016
682	0.3229462263
683	0.3229172895
684	0.3228289289
685	0.3226960643
686	0.3226521215
687	0.3226065122
688	0.3225324004
689	0.3224862925
690	0.3224862232
691	0.3224000678
692	0.3223887666
693	0.322382111
694	0.3223812507
695	0.3223545911
696	0.3223534412
697	0.3223437693
698	0.322118805
699	0.3219214466
700	0.3218884684
701	0.321859126
702	0.3218028999
703	0.3216024966
704	0.3215710339
705	0.3214188764
706	0.3213216367
707	0.3212193837
708	0.3212031603
709	0.3212021188
710	0.3211876139
711	0.3208841287
712	0.3206920749
713	0.3206164593
714	0.3205886067
715	0.3205290198
716	0.3204418108
717	0.3203802257
718	0.3203074081
719	0.32030483
720	0.3202565281
721	0.3202406124
722	0.3199285449
723	0.3199284167
724	0.3199098916
725	0.3196864427
726	0.3196660173
727	0.3196470594
728	0.3195739639
729	0.3195709632
730	0.3194691142
731	0.3194654277
732	0.319459131
733	0.3194590066
734	0.3193484676
735	0.3192199287
736	0.31919465
737	0.3190592771
738	0.3189306332
739	0.3187322235
740	0.3187283016
741	0.318702212
742	0.318696347
743	0.31866744
744	0.3186353158
745	0.3186325368
746	0.3186315354
747	0.3184277383
748	0.3183300695
749	0.3183294316
750	0.3182963147
751	0.3181469442
752	0.3181308524
753	0.3181082073
754	0.3180540889
755	0.3180384197
756	0.3180092109
757	0.317964421
758	0.3179382867
759	0.317921321
760	0.3178727286
761	0.3176826943
762	0.3176560896
763	0.3176478196
764	0.3176445952
765	0.3174980545
766	0.3173891293
767	0.3172910833
768	0.3172571187
769	0.3170826088
770	0.3170594317
771	0.3168682358
772	0.3167887282
773	0.3167718513
774	0.3166683091
775	0.3166505722
776	0.3166484719
777	0.3165389948
778	0.3164799983
779	0.3163515225
780	0.3163307203
781	0.3163286737
782	0.316055717
783	0.3160359113
784	0.3158997838
785	0.3158507092
786	0.3158117623
787	0.3157839525
788	0.3157604819
789	0.3154426553
790	0.3153463077
791	0.3152223493
792	0.3150374462
793	0.3150339262
794	0.3150218807
795	0.3149202548
796	0.3144233328
797	0.3144119423
798	0.3144110463
799	0.3143927182
800	0.3143538257
801	0.3142764839
802	0.3142618976
803	0.3142446721
804	0.3140762618
805	0.3140741354
806	0.3140330101
807	0.3140252634
808	0.3139971868
809	0.3139184339
810	0.3138778
811	0.313877737
812	0.3138418833
813	0.3137401974
814	0.3137239181
815	0.3136783889
816	0.3135824811
817	0.3135282811
818	0.3134071778
819	0.3132958174
820	0.3131167258
821	0.3129126596
822	0.312810253
823	0.3125865223
824	0.3125853911
825	0.3125822469
826	0.3125671853
827	0.3125317066
828	0.3124700186
829	0.3124655414
830	0.3124649525
831	0.3124416522
832	0.3124099094
833	0.3124098487
834	0.312407847
835	0.3122590801
836	0.3122486462
837	0.3122486222
838	0.3121851166
839	0.3121474795
840	0.3119955041
841	0.3119852256
842	0.311879983
843	0.3118799261
844	0.3118799049
845	0.311819758
846	0.3117640552
847	0.3117617961
848	0.311740103
849	0.3117400883
850	0.3116905876
851	0.3116156692
852	0.3115918091
853	0.3115902093
854	0.3115242871
855	0.311524273
856	0.3115078753
857	0.3114566787
858	0.3113961277
859	0.311361409
860	0.3113595919
861	0.3112003978
862	0.3111093595
863	0.3110887256
864	0.3110870622
865	0.3110762744
866	0.3110495738
867	0.3110482763
868	0.3110009924
869	0.3109929058
870	0.3108763082
871	0.3107497658
872	0.3106625997
873	0.3105818338
874	0.3105018073
875	0.3104776085
876	0.3104775926
877	0.3104538109
878	0.3104522736
879	0.3104123012
880	0.3103849303
881	0.3103248584
882	0.3102920671
883	0.3102812844
884	0.3102283248
885	0.310069704
886	0.3099916011
887	0.3099883463
888	0.3099882936
889	0.3099882413
890	0.3099519623
891	0.3099233688
892	0.309805404
893	0.3097889356
894	0.3097864287
895	0.3097534857
896	0.3097483713
897	0.3096725216
898	0.309598628
899	0.3095191858
900	0.3095133946
901	0.309385679
902	0.3093457436
903	0.3093101942
904	0.309237025
905	0.309234953
906	0.309219839
907	0.3092089201
908	0.3091939559
909	0.3090823057
910	0.3090821361
911	0.3089604574
912	0.3089169928
913	0.3089159636
914	0.3089157488
915	0.3088506812
916	0.308849357
917	0.3088211774
918	0.3086993911
919	0.3085953055
920	0.3084613393
921	0.3084384332
922	0.3084128136
923	0.3082038801
924	0.30817437
925	0.3081359752
926	0.3081346599
927	0.3080998354
928	0.3079788527
929	0.3079518644
930	0.3077863516
931	0.3077841703
932	0.3077819596
933	0.3076445543
934	0.3076171035
935	0.3076170766
936	0.3076048863
937	0.3074000081
938	0.307214817
939	0.3070886352
940	0.3069534555
941	0.306870233
942	0.3068368459
943	0.3067983657
944	0.3066811674
945	0.3066688236
946	0.3066686568
947	0.3066050434
948	0.3065796491
949	0.3065768342
950	0.3064164503
951	0.3064164024
952	0.3063321315
953	0.3063246814
954	0.3063062497
955	0.3061367633
956	0.3060982904
957	0.306071739
958	0.3060219232
959	0.3059910097
960	0.3059821842
961	0.3059171282
962	0.305905813
963	0.305885297
964	0.3057410363
965	0.3057235816
966	0.3057072502
967	0.3056871156
968	0.3056569636
969	0.305656559
970	0.305656523
971	0.3056487316
972	0.3056209342
973	0.3056042081
974	0.3055845106
975	0.3055463264
976	0.3055366762
977	0.305425132
978	0.3054250899
979	0.3054237476
980	0.30521263
981	0.3051687633
982	0.3050375392
983	0.304983653
984	0.3049529974
985	0.3048722213
986	0.3048251717
987	0.3046006783
988	0.3045869185
989	0.3045856169
990	0.3045396807
991	0.304524115
992	0.3045240603
993	0.3045238738
994	0.3045236684
995	0.304382156
996	0.3043615046
997	0.3043603042
998	0.3043595281
999	0.3042822277
